1333,1
1451,1
3173,1
48,1
437,1
560,1
1006,1
1253,1
3105,1
2261,1
112,1
1539,1
2974,1
1579,1
1384,1
185,1
2630,1
2505,1
1926,1
1373,1
2844,1
2965,1
526,1
2986,1
834,1
3080,1
1026,1
133,1
2099,1
2890,1
2861,1
2502,1
1561,1
817,1
1088,1
2431,1
265,1
304,1
2150,1
2857,1
2650,1
2569,1
2307,1
122,1
3224,1
2396,1
1427,1
401,1
349,1
2979,1
2943,1
2916,1
1499,1
1011,1
3262,1
2338,1
1256,1
1612,1
3069,1
815,1
203,1
2738,1
2542,1
3225,1
938,1
1388,1
820,1
1807,1
306,1
2310,1
1549,1
2826,1
2373,1
1830,1
1435,1
2896,1
2180,1
637,1
1846,1
2481,1
862,1
402,1
1146,1
1159,1
2509,1
1833,1
129,1
204,1
584,1
2782,1
1750,1
504,1
754,1
1449,1
828,1
3093,1
1910,1
1935,1
471,1
3177,1
1634,1
335,1
1167,1
1723,1
1251,1
1400,1
3092,1
762,1
6,1
1820,1
1804,1
1297,1
3076,1
2946,1
2120,1
444,1
3119,1
3216,1
212,1
443,1
270,1
2141,1
1992,1
2518,1
354,1
2046,1
1093,1
2239,1
3027,1
985,1
1416,1
3012,1
2588,1
2371,1
2705,1
2921,1
658,1
3091,1
1843,1
422,1
883,1
2952,1
1010,1
953,1
347,1
2370,1
1768,1
2225,1
1664,1
2108,1
3033,1
1615,1
2166,1
1545,1
2034,1
2479,1
81,1
2428,1
3101,1
799,1
538,1
1728,1
3221,1
84,1
1286,1
587,1
2027,1
2333,1
121,1
867,1
1452,1
412,1
101,1
505,1
1548,1
2677,1
369,1
691,1
3291,1
2295,1
610,1
1129,1
2796,1
2029,1
771,1
979,1
2132,1
1504,1
305,1
2348,1
1771,1
1412,1
2859,1
1720,1
1475,2
2562,2
276,2
1110,2
1114,2
1045,2
2688,2
377,2
418,2
1967,2
725,2
2234,2
2016,2
267,2
3136,2
487,2
2506,2
219,2
69,2
1246,2
1705,2
1575,2
1255,2
346,2
192,2
3165,2
496,2
821,2
2443,2
1908,2
1305,2
1767,2
169,2
2526,2
2913,2
2092,2
1118,2
445,2
142,2
149,2
715,2
2194,2
2384,2
1872,2
2829,2
1331,2
1387,2
615,2
2977,2
2186,2
2148,2
3209,2
1677,2
3043,2
511,2
2667,2
1008,2
2514,2
596,2
2876,2
1089,2
777,2
2337,2
643,2
1091,2
2953,2
3252,2
2544,2
1995,2
228,2
1590,2
2271,2
1676,2
1002,2
89,2
1802,2
2810,2
138,2
3240,2
2612,2
2915,2
2513,2
1920,2
2593,2
2487,2
543,2
2852,2
1083,2
960,2
1199,2
3206,2
1778,2
1781,2
2317,2
307,2
2361,2
2924,2
618,2
930,2
59,2
2221,2
674,2
522,2
1636,2
2900,2
57,2
501,2
191,2
1507,2
933,2
136,2
3106,2
367,2
1862,2
1142,2
1030,2
1860,2
399,2
2962,2
1170,2
1485,2
298,2
167,2
1815,2
431,2
127,2
66,2
1473,2
1971,2
966,2
284,2
1855,2
2325,2
1446,2
986,2
932,2
389,2
1074,2
3054,2
1404,2
1275,2
3178,2
3124,2
1058,2
223,2
362,2
2723,2
2477,2
1228,2
565,2
1439,2
3199,2
1929,2
2378,2
897,3
2787,3
2875,3
1912,3
245,3
2862,3
574,3
2300,3
3287,3
1090,3
515,3
1353,3
1906,3
2105,3
2445,3
1592,3
2882,3
981,3
708,3
2232,3
2840,3
1876,3
1323,3
829,3
830,3
3107,3
3255,3
1484,3
2329,3
1826,3
2609,3
2252,3
642,3
673,3
2772,4
353,4
554,4
2072,4
2713,4
2213,4
621,4
1126,4
2520,4
826,4
626,4
745,4
1525,4
963,4
2472,4
3094,4
2853,4
242,4
2665,4
1212,4
489,4
1989,4
23,4
1328,4
417,4
102,4
2559,4
1943,4
1117,4
3229,4
2711,4
2812,4
713,4
2923,4
239,4
333,4
2195,4
2191,4
640,4
2377,4
2802,4
2158,4
3166,4
2044,4
803,4
2889,4
1107,4
2734,4
1851,4
1175,4
3079,4
3208,4
1152,4
416,4
364,4
785,4
692,4
271,4
1450,4
2436,4
1344,4
2873,4
1065,4
590,4
473,4
2833,4
857,4
1287,4
1589,4
16,4
1837,4
3050,4
3009,4
2303,4
453,4
2386,4
2773,4
2450,4
2155,4
193,4
3071,4
1316,4
3259,4
1218,4
811,4
1413,4
1070,4
1582,4
1292,4
3020,4
1710,4
3233,4
411,4
1100,4
864,4
3198,4
1761,4
2637,4
900,4
1562,4
393,4
2672,4
2055,4
2424,4
2229,4
269,4
1704,4
1288,4
1109,4
2746,4
2095,4
706,4
2088,4
1596,4
1173,4
779,4
3051,4
2079,4
928,4
1518,4
2726,4
647,4
2687,4
1483,4
3246,4
3213,4
3087,4
2855,4
1873,4
1535,4
2432,4
3010,4
1576,4
2634,4
1825,4
631,4
1078,4
2230,4
1640,4
29,4
1930,4
1418,4
871,4
441,4
152,4
1369,4
797,4
2204,4
1687,4
3170,4
339,4
2389,4
452,4
2912,4
558,4
2963,4
1502,4
426,4
2272,4
3257,4
2220,4
822,4
1162,4
