105,1
134,1
2573,1
758,1
25,1
1223,1
43,1
1990,1
1352,1
459,1
2322,1
1285,1
2994,1
595,1
2943,1
2284,1
2624,1
2735,1
1789,1
1652,1
2124,1
1149,1
1906,1
141,1
1967,1
2015,1
564,1
766,1
1346,1
392,1
2524,1
2594,1
553,1
2244,1
362,1
1573,1
578,1
2568,1
2084,1
577,1
954,1
235,1
1938,1
1068,1
2848,1
418,1
2264,1
2579,1
755,1
948,1
266,1
1311,1
259,1
3014,1
878,1
917,1
2165,1
959,1
1763,1
2385,1
1599,1
2879,1
1443,1
1183,1
2627,1
2132,1
189,1
1404,1
1063,1
1478,1
2510,1
2246,1
154,1
1226,1
2836,1
2515,1
2668,1
152,1
331,1
1401,1
346,1
1145,1
465,1
708,1
1309,1
186,1
579,1
1028,1
2077,1
306,1
953,1
2693,1
1893,1
1686,1
2093,1
842,1
3183,1
1887,1
3052,1
124,1
2217,1
3084,1
2974,1
2375,1
190,1
599,1
2133,1
2025,1
904,1
3099,1
2301,1
2209,1
3148,1
58,1
927,1
3133,1
526,1
958,1
2886,1
2195,1
2830,1
981,1
2074,1
933,1
55,1
1004,1
330,1
1096,1
1858,1
3029,1
401,1
1511,1
2274,2
1853,2
1711,2
1805,2
415,2
779,2
3054,2
1864,2
2130,2
118,2
762,2
1790,2
445,2
2321,2
1611,2
3098,2
2420,2
1275,2
1797,2
366,2
1639,2
915,2
3025,2
1747,2
2606,2
1647,2
1310,2
1870,2
2932,2
965,2
1757,2
711,2
1923,2
2234,2
865,2
1324,2
1030,2
1379,2
881,2
2779,2
510,2
505,2
203,2
241,2
640,2
1199,2
1566,2
835,2
516,2
1186,2
1728,2
1850,2
449,2
2163,2
1108,2
963,2
1510,2
1613,2
1606,2
1600,2
2665,2
1417,2
1716,2
34,2
1236,2
44,2
2398,2
2053,2
741,2
1515,2
98,2
104,2
1694,2
897,2
2437,2
1342,2
1351,2
2700,2
1561,2
2267,2
1039,2
28,2
2404,2
148,2
2323,2
483,2
2290,2
952,2
2362,2
3109,2
2795,2
1539,2
903,2
2042,2
349,2
1169,2
457,2
2664,2
2986,2
3051,2
197,2
685,2
258,2
2934,2
1839,2
3044,2
324,2
414,2
2052,2
1184,2
388,2
2708,2
1121,2
1189,2
683,2
176,2
568,2
2327,2
1358,2
3126,2
898,2
668,2
3118,2
3094,2
65,2
2559,2
2394,2
383,2
1899,2
617,2
1410,2
2468,2
1207,2
2748,2
2399,2
1984,2
999,2
2895,2
103,2
2977,2
1816,2
6,2
1785,2
2876,2
497,2
2562,2
2505,2
1978,2
2494,2
